Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"742"	"ZNF385D"	"703.3"	"ARCHS4 Coexpression,1109;Enrichr Queries,486;GTEx Coexpression,515"	"CXCL10,CXCL8,CCL2"
"gene_set_query"	"743"	"ZNF212"	"703.7"	"ARCHS4 Coexpression,476;Enrichr Queries,998;GTEx Coexpression,637"	"CXCL10,SELL"
"gene_set_query"	"744"	"ZFP30"	"703.7"	"ARCHS4 Coexpression,521;Enrichr Queries,898;GTEx Coexpression,692"	"CXCL10"
"gene_set_query"	"745"	"HES3"	"704.3"	"ARCHS4 Coexpression,172;Enrichr Queries,1373;GTEx Coexpression,568"	"SLC16A1,LPCAT1"
"gene_set_query"	"746"	"POU5F1B"	"704.5"	"ARCHS4 Coexpression,391;GTEx Coexpression,1018"	"SLC16A1"
"gene_set_query"	"747"	"SKIL"	"706.3"	"ARCHS4 Coexpression,233;Enrichr Queries,461;GTEx Coexpression,1425"	"CXCL10,SLC16A1,IL1B,CCL2"
"gene_set_query"	"748"	"HAND2"	"706.3"	"ARCHS4 Coexpression,621;Enrichr Queries,267;GTEx Coexpression,1231"	"GREM1,CXCL10,CCL2,PITX2"
"gene_set_query"	"749"	"ATOH7"	"706.7"	"ARCHS4 Coexpression,636;Enrichr Queries,554;GTEx Coexpression,930"	"CXCL10,TMEM158"
"gene_set_query"	"750"	"ZNF341"	"707.3"	"ARCHS4 Coexpression,699;Enrichr Queries,1056;GTEx Coexpression,367"	"SELL"
"gene_set_query"	"751"	"WT1"	"708.3"	"Literature ChIP-seq,113;ARCHS4 Coexpression,1288;Enrichr Queries,177;GTEx Coexpression,1255"	"C3,CXCL10,SLC16A1,REG4,CCL2,GCG,TIMP1,PITX2,OLFM4,PCK1,MMP9,ACSF2"
"gene_set_query"	"752"	"MYBL1"	"708.5"	"Literature ChIP-seq,153;ARCHS4 Coexpression,1498;Enrichr Queries,827;GTEx Coexpression,356"	"CXCL10,FCGR3A"
"gene_set_query"	"753"	"ZNF534"	"710.0"	"ARCHS4 Coexpression,605;GTEx Coexpression,815"	""
"gene_set_query"	"754"	"GABPA"	"711.0"	"Literature ChIP-seq,105;ARCHS4 Coexpression,1031;ENCODE ChIP-seq,21;Enrichr Queries,1256;ReMap ChIP-seq,252;GTEx Coexpression,1601"	"ENTPD5,CXCL5"
"gene_set_query"	"755"	"MKX"	"713.0"	"ARCHS4 Coexpression,142;Enrichr Queries,399;GTEx Coexpression,1598"	"C3,GREM1,CXCL10,CTSK,CCL2"
"gene_set_query"	"756"	"FOXO3"	"713.0"	"Literature ChIP-seq,35;ARCHS4 Coexpression,744;Enrichr Queries,1270;GTEx Coexpression,803"	"SPINK4,DEFA6,S100P,PITX2"
"gene_set_query"	"757"	"ZIC4"	"713.7"	"ARCHS4 Coexpression,596;Enrichr Queries,732;GTEx Coexpression,813"	"PITX2"
"gene_set_query"	"758"	"ZNF613"	"713.7"	"ARCHS4 Coexpression,1491;Enrichr Queries,335;GTEx Coexpression,315"	"PRAC1,C3,CXCL10,LCN2,CCL2"
"gene_set_query"	"759"	"GTF2I"	"714.0"	"ARCHS4 Coexpression,714"	""
"gene_set_query"	"760"	"SOHLH2"	"714.3"	"ARCHS4 Coexpression,260;Enrichr Queries,451;GTEx Coexpression,1432"	"GREM1,CXCL10,SLC35G1,PITX2"
"gene_set_query"	"761"	"ZNF652"	"714.8"	"Literature ChIP-seq,155;ARCHS4 Coexpression,767;Enrichr Queries,1254;GTEx Coexpression,683"	""
"gene_set_query"	"762"	"ZNF385C"	"715.3"	"ARCHS4 Coexpression,1052;Enrichr Queries,481;GTEx Coexpression,613"	"C3,CXCL10,CXCL8"
"gene_set_query"	"763"	"ZNF596"	"716.3"	"ARCHS4 Coexpression,748;Enrichr Queries,688;GTEx Coexpression,713"	"CXCL10,CXCL8"
"gene_set_query"	"764"	"NHLH2"	"716.7"	"ARCHS4 Coexpression,799;Enrichr Queries,791;GTEx Coexpression,560"	"PITX2"
"gene_set_query"	"765"	"HOXA7"	"717.7"	"ARCHS4 Coexpression,1094;Enrichr Queries,169;GTEx Coexpression,890"	"C3,CXCL10,CCL2,PITX2,CXCL2,MMP9"
"gene_set_query"	"766"	"PURB"	"718.5"	"ARCHS4 Coexpression,618;GTEx Coexpression,819"	""
"gene_set_query"	"767"	"ZNF524"	"718.7"	"ARCHS4 Coexpression,278;Enrichr Queries,725;GTEx Coexpression,1153"	"SELL,TIMP1"
"gene_set_query"	"768"	"ZEB1"	"719.4"	"ARCHS4 Coexpression,817;ENCODE ChIP-seq,112;Enrichr Queries,847;ReMap ChIP-seq,216;GTEx Coexpression,1605"	"C3,CXCL10"
"gene_set_query"	"769"	"ZNF549"	"720.0"	"ARCHS4 Coexpression,1003;Enrichr Queries,504;GTEx Coexpression,653"	"CXCL10,CXCL8"
"gene_set_query"	"770"	"ZNF404"	"720.3"	"ARCHS4 Coexpression,1147;Enrichr Queries,91;GTEx Coexpression,923"	"C3,CXCL10,CXCL8,TMEM158,CCL20,CTSK,CCL2,TIMP1"
"gene_set_query"	"771"	"ZNF503"	"721.0"	"ARCHS4 Coexpression,738;Enrichr Queries,284;GTEx Coexpression,1141"	"C3,CXCL10,CCL2,TIMP1"
"gene_set_query"	"772"	"ZBED5"	"722.5"	"ARCHS4 Coexpression,609;GTEx Coexpression,836"	""
"gene_set_query"	"773"	"PROP1"	"723.0"	"ARCHS4 Coexpression,1007;Enrichr Queries,121;GTEx Coexpression,1041"	"CXCL10,IL1B,LCN2,CCL2,PITX2,S100A9,S100A8"
"gene_set_query"	"774"	"ZNF888"	"723.0"	"GTEx Coexpression,723"	""
"gene_set_query"	"775"	"MBD4"	"724.0"	"ARCHS4 Coexpression,1164;ENCODE ChIP-seq,87;Enrichr Queries,1267;ReMap ChIP-seq,33;GTEx Coexpression,1069"	"ADH4,CCL20,REG4,UGT2A3,TM4SF5,HMGCS2,PITX2,PCK1"
"gene_set_query"	"776"	"HIF3A"	"724.7"	"ARCHS4 Coexpression,883;Enrichr Queries,215;GTEx Coexpression,1076"	"CXCL10,CCL2,HMGCS2,PTGDS,CXCL2"
"gene_set_query"	"777"	"LHX5"	"725.3"	"ARCHS4 Coexpression,929;Enrichr Queries,748;GTEx Coexpression,499"	"PITX2"
"gene_set_query"	"778"	"LMX1A"	"725.3"	"ARCHS4 Coexpression,465;Enrichr Queries,592;GTEx Coexpression,1119"	"CXCL10,PITX2"
"gene_set_query"	"779"	"TIGD1"	"725.5"	"ARCHS4 Coexpression,277;GTEx Coexpression,1174"	"HSD17B2"
"gene_set_query"	"780"	"SOX11"	"727.0"	"Literature ChIP-seq,87;ARCHS4 Coexpression,1043;Enrichr Queries,822;ReMap ChIP-seq,106;GTEx Coexpression,1577"	"CXCL10,AQP8,SLC35G1,CXCL3,MS4A1,DUOX2,ABCG2"
"gene_set_query"	"781"	"ZNF474"	"727.0"	"ARCHS4 Coexpression,387;Enrichr Queries,247;GTEx Coexpression,1547"	"C3,CXCL10,GSTA1,CHI3L1,CCL2"
"gene_set_query"	"782"	"GTF3A"	"727.3"	"ARCHS4 Coexpression,363;Enrichr Queries,951;GTEx Coexpression,868"	"SELL,S100A9"
"gene_set_query"	"783"	"ZNF394"	"727.7"	"ARCHS4 Coexpression,313;Enrichr Queries,1050;GTEx Coexpression,820"	"SELL"
"gene_set_query"	"784"	"KMT2A"	"727.7"	"ARCHS4 Coexpression,898;ReMap ChIP-seq,199;GTEx Coexpression,1086"	"SLC16A1"
"gene_set_query"	"785"	"ATF7"	"728.0"	"ARCHS4 Coexpression,1332;Enrichr Queries,1172;ReMap ChIP-seq,149;GTEx Coexpression,259"	"ADIRF,S100P,PTGDS"
"gene_set_query"	"786"	"ZBTB41"	"728.3"	"ARCHS4 Coexpression,245;Enrichr Queries,1169;GTEx Coexpression,771"	"GCG"
"gene_set_query"	"787"	"ZNF704"	"729.3"	"ARCHS4 Coexpression,887;Enrichr Queries,781;GTEx Coexpression,520"	"CXCL10"
"gene_set_query"	"788"	"SIX3"	"730.0"	"ARCHS4 Coexpression,1429;Enrichr Queries,539;GTEx Coexpression,222"	"GREM1,TMEM158,PITX2"
"gene_set_query"	"789"	"RFX2"	"730.8"	"ARCHS4 Coexpression,626;Enrichr Queries,653;ReMap ChIP-seq,288;GTEx Coexpression,1356"	"C3,CXCL10"
"gene_set_query"	"790"	"CREBL2"	"731.0"	"ARCHS4 Coexpression,1425;Enrichr Queries,677;GTEx Coexpression,91"	"CXCL10,GSTA1,CCL2,ACSF2"
"gene_set_query"	"791"	"CHCHD3"	"732.0"	"ARCHS4 Coexpression,828;GTEx Coexpression,636"	""
"gene_set_query"	"792"	"MESP2"	"732.3"	"ARCHS4 Coexpression,1050;Enrichr Queries,676;GTEx Coexpression,471"	"CXCL10,ANPEP"
"gene_set_query"	"793"	"ZFX"	"732.8"	"Literature ChIP-seq,135;ARCHS4 Coexpression,1601;Enrichr Queries,1001;ReMap ChIP-seq,197;GTEx Coexpression,730"	"LPCAT1,S100P"
"gene_set_query"	"794"	"ZNF648"	"733.3"	"ARCHS4 Coexpression,1111;Enrichr Queries,976;GTEx Coexpression,113"	"ADH4,HMGCS2,PITX2"
"gene_set_query"	"795"	"NKX26"	"734.0"	"ARCHS4 Coexpression,242;GTEx Coexpression,1226"	"GREM1"
"gene_set_query"	"796"	"ZNF595"	"735.0"	"ARCHS4 Coexpression,1221;Enrichr Queries,249"	"CXCL10,CXCL8,IL1B,CCL2"
"gene_set_query"	"797"	"RAX"	"735.0"	"ARCHS4 Coexpression,1572;Enrichr Queries,346;GTEx Coexpression,287"	"GREM1,CXCL10,CHI3L1,PITX2"
"gene_set_query"	"798"	"ZNF790"	"735.3"	"ARCHS4 Coexpression,961;Enrichr Queries,700;GTEx Coexpression,545"	"C3,CXCL10"
"gene_set_query"	"799"	"ZNF233"	"737.0"	"ARCHS4 Coexpression,333;Enrichr Queries,458;GTEx Coexpression,1420"	"C3,CXCL10,CXCL8,HSD17B2"
"gene_set_query"	"800"	"ZNF511"	"737.7"	"ARCHS4 Coexpression,936;Enrichr Queries,532;GTEx Coexpression,745"	"TIMP1,S100A9"
"gene_set_query"	"801"	"THAP7"	"739.7"	"ARCHS4 Coexpression,656;Enrichr Queries,932;GTEx Coexpression,631"	"S100A9"
"gene_set_query"	"802"	"ZSCAN32"	"741.0"	"ARCHS4 Coexpression,1382;GTEx Coexpression,100"	"SELL,MNDA"
"gene_set_query"	"803"	"ASH1L"	"742.0"	"ARCHS4 Coexpression,522;Enrichr Queries,1191;GTEx Coexpression,513"	""
"gene_set_query"	"804"	"GPBP1"	"743.0"	"ARCHS4 Coexpression,1180;GTEx Coexpression,306"	"PTGDS"
"gene_set_query"	"805"	"ZNF37A"	"743.7"	"ARCHS4 Coexpression,329;Enrichr Queries,1170;GTEx Coexpression,732"	"HSD17B2"
"gene_set_query"	"806"	"HMG20B"	"745.0"	"ARCHS4 Coexpression,703;Enrichr Queries,947;GTEx Coexpression,585"	"S100A9"
"gene_set_query"	"807"	"THYN1"	"745.5"	"ARCHS4 Coexpression,897;GTEx Coexpression,594"	""
"gene_set_query"	"808"	"CREB1"	"745.8"	"Literature ChIP-seq,112;ARCHS4 Coexpression,1471;ENCODE ChIP-seq,55;Enrichr Queries,1259;ReMap ChIP-seq,185;GTEx Coexpression,1393"	"C3,CXCL11,NOS2,ENTPD5,S100P,HMGCS2,PCK1,MMP9,CXCL5,ABCG2"
"gene_set_query"	"809"	"ZNF317"	"746.0"	"ARCHS4 Coexpression,651;Enrichr Queries,1269;GTEx Coexpression,318"	"PTGDS"
"gene_set_query"	"810"	"GBX1"	"746.3"	"ARCHS4 Coexpression,704;Enrichr Queries,506;GTEx Coexpression,1029"	"CXCL10,PITX2"
"gene_set_query"	"811"	"GATAD2B"	"747.0"	"ARCHS4 Coexpression,675;Enrichr Queries,1059;GTEx Coexpression,507"	""
"gene_set_query"	"812"	"POU4F1"	"747.3"	"ARCHS4 Coexpression,558;Enrichr Queries,552;GTEx Coexpression,1132"	"CXCL10,PITX2"
"gene_set_query"	"813"	"SOX14"	"747.3"	"ARCHS4 Coexpression,616;Enrichr Queries,349;GTEx Coexpression,1277"	"GREM1,CXCL10,PITX2"
"gene_set_query"	"814"	"ZNF554"	"748.3"	"ARCHS4 Coexpression,1057;Enrichr Queries,473;GTEx Coexpression,715"	"C3,CXCL10,ACSF2"
"gene_set_query"	"815"	"ZNF483"	"748.7"	"ARCHS4 Coexpression,632;Enrichr Queries,943;GTEx Coexpression,671"	"CXCL10"
"gene_set_query"	"816"	"ZBTB7A"	"749.2"	"ARCHS4 Coexpression,1432;ENCODE ChIP-seq,47;Enrichr Queries,1284;ReMap ChIP-seq,110;GTEx Coexpression,873"	"C3,LCN2,PTGDS,CXCL3,CXCL2"
"gene_set_query"	"817"	"ZNF239"	"749.3"	"ARCHS4 Coexpression,444;Enrichr Queries,323;GTEx Coexpression,1481"	"CXCL10,CXCL8,TMEM158,SLC16A1,CCL2"
"gene_set_query"	"818"	"ZNF687"	"750.3"	"ARCHS4 Coexpression,914;Enrichr Queries,1061;GTEx Coexpression,276"	"SELL"
"gene_set_query"	"819"	"ZBTB10"	"750.3"	"ARCHS4 Coexpression,1141;Enrichr Queries,878;GTEx Coexpression,232"	"CXCL10,ADIRF"
"gene_set_query"	"820"	"USF3"	"750.5"	"ARCHS4 Coexpression,1275;GTEx Coexpression,226"	"PITX2"
"gene_set_query"	"821"	"ZNF468"	"751.7"	"ARCHS4 Coexpression,1448;Enrichr Queries,266;GTEx Coexpression,541"	"C3,CXCL10,CXCL8,CCL2"
"gene_set_query"	"822"	"RFX1"	"753.5"	"ARCHS4 Coexpression,628;Enrichr Queries,1086;ReMap ChIP-seq,207;GTEx Coexpression,1093"	"ENTPD5"
"gene_set_query"	"823"	"ZNF592"	"754.3"	"ARCHS4 Coexpression,606;Enrichr Queries,1156;ReMap ChIP-seq,87;GTEx Coexpression,1168"	"ANPEP"
"gene_set_query"	"824"	"ZNF761"	"754.3"	"ARCHS4 Coexpression,1348;Enrichr Queries,755;GTEx Coexpression,160"	"PRAC1,CXCL10"
"gene_set_query"	"825"	"KLF15"	"756.3"	"ARCHS4 Coexpression,373;Enrichr Queries,292;GTEx Coexpression,1604"	"C3,CXCL10,LCN2,HMGCS2,PCK1"
"gene_set_query"	"826"	"MBD6"	"757.0"	"ARCHS4 Coexpression,155;GTEx Coexpression,1359"	"MNDA,S100A9"
"gene_set_query"	"827"	"HOXD9"	"757.0"	"ARCHS4 Coexpression,506;Enrichr Queries,250;GTEx Coexpression,1515"	"GREM1,CXCL10,PITX2,MMP9"
"gene_set_query"	"828"	"ETV1"	"757.0"	"ARCHS4 Coexpression,1478;Enrichr Queries,897;ReMap ChIP-seq,174;GTEx Coexpression,479"	"PRAC1,C3,CXCL10"
"gene_set_query"	"829"	"ZNF598"	"757.3"	"ARCHS4 Coexpression,812;Enrichr Queries,963;GTEx Coexpression,497"	"S100A9"
"gene_set_query"	"830"	"ZNF98"	"757.7"	"ARCHS4 Coexpression,1296;Enrichr Queries,941;GTEx Coexpression,36"	"CXCL10,REG1B,AQP8,REG1A,GCG"
"gene_set_query"	"831"	"ZNF75A"	"757.7"	"ARCHS4 Coexpression,567;Enrichr Queries,606;GTEx Coexpression,1100"	"CXCL8,TIMP1"
"gene_set_query"	"832"	"ZNF502"	"758.0"	"ARCHS4 Coexpression,856;Enrichr Queries,283;GTEx Coexpression,1135"	"CXCL10,CXCL8,IL1B,CCL2"
"gene_set_query"	"833"	"ZNF705A"	"758.3"	"ARCHS4 Coexpression,903;Enrichr Queries,5;GTEx Coexpression,1367"	"BCL2A1,CXCL3,CXCL13,CXCL2,C3,CXCL10,SELL,ANPEP,IL1B,LCN2,CCL2,TIMP1,S100A9,S100A8"
"gene_set_query"	"834"	"ZNF146"	"758.7"	"ARCHS4 Coexpression,372;Enrichr Queries,855;GTEx Coexpression,1049"	"SLC16A1"
"gene_set_query"	"835"	"HDX"	"760.0"	"ARCHS4 Coexpression,1417;Enrichr Queries,672;GTEx Coexpression,191"	"CXCL10,ADIRF,CCL2"
"gene_set_query"	"836"	"LIN28A"	"760.0"	"ARCHS4 Coexpression,369;GTEx Coexpression,1151"	"SLC16A1"
"gene_set_query"	"837"	"ZNF286B"	"760.0"	"ARCHS4 Coexpression,1035;GTEx Coexpression,485"	""
"gene_set_query"	"838"	"ZSCAN2"	"760.3"	"ARCHS4 Coexpression,1589;Enrichr Queries,645;GTEx Coexpression,47"	"CXCL10,AQP8,REG1A,GCG,ACSF2"
"gene_set_query"	"839"	"ZNF675"	"760.7"	"ARCHS4 Coexpression,1063;Enrichr Queries,972;GTEx Coexpression,247"	"CXCL10,SERPINB5"
"gene_set_query"	"840"	"NKX22"	"761.5"	"ARCHS4 Coexpression,471;GTEx Coexpression,1052"	"GCG"
"gene_set_query"	"841"	"HOXA2"	"762.5"	"Literature ChIP-seq,162;ARCHS4 Coexpression,1264;Enrichr Queries,269;GTEx Coexpression,1355"	"CXCL10,CCL2,PITX2,MMP9"
"gene_set_query"	"842"	"TCF20"	"762.7"	"ARCHS4 Coexpression,819;Enrichr Queries,1133;GTEx Coexpression,336"	"SERPINB5"
"gene_set_query"	"843"	"CLOCK"	"763.6"	"Literature ChIP-seq,50;ARCHS4 Coexpression,1039;Enrichr Queries,1043;ReMap ChIP-seq,206;GTEx Coexpression,1480"	"SLC16A1,ANPEP,PCK1"
"gene_set_query"	"844"	"ZNF683"	"764.7"	"ARCHS4 Coexpression,781;Enrichr Queries,12;GTEx Coexpression,1501"	"CXCL9,CXCL8,BCL2A1,MMP9,CXCL10,FCGR3A,SELL,IL1B,CCL2,MNDA,PTGDS,S100A9,S100A8"
"gene_set_query"	"845"	"CREBZF"	"764.7"	"ARCHS4 Coexpression,627;Enrichr Queries,1020;GTEx Coexpression,647"	""
"gene_set_query"	"846"	"ZNF69"	"765.7"	"ARCHS4 Coexpression,1529;Enrichr Queries,720;GTEx Coexpression,48"	"CXCL10,HSD17B2,HMGCS2,SLC35G1"
"gene_set_query"	"847"	"ZNF83"	"765.8"	"ARCHS4 Coexpression,1388;Enrichr Queries,373;ReMap ChIP-seq,62;GTEx Coexpression,1240"	"CXCL10,CXCL8,MNDA,TIMP1,CXCL3,PDZK1IP1,CXCL2"
"gene_set_query"	"848"	"ZNF724"	"766.0"	"ARCHS4 Coexpression,822;GTEx Coexpression,710"	""
"gene_set_query"	"849"	"BARHL2"	"766.7"	"ARCHS4 Coexpression,1083;Enrichr Queries,716;GTEx Coexpression,501"	"PITX2"
"gene_set_query"	"850"	"SP4"	"767.0"	"ARCHS4 Coexpression,1377;ENCODE ChIP-seq,110;Enrichr Queries,1282;ReMap ChIP-seq,227;GTEx Coexpression,839"	"C3"
"gene_set_query"	"851"	"PBX1"	"767.3"	"Literature ChIP-seq,4;ARCHS4 Coexpression,706;Enrichr Queries,1308;GTEx Coexpression,1051"	"CCL11,NOS2,REG1B,REG4,TM4SF5,CXCL3,OLFM4,DMBT1,RBP2,CTSK,GSTA1,CHI3L1,S100P,MNDA,HMGCS2,PI3,PITX2,MS4A1,S100A8"
"gene_set_query"	"852"	"ZNF556"	"768.0"	"ARCHS4 Coexpression,1443;Enrichr Queries,67;GTEx Coexpression,794"	"C3,CXCL10,CXCL8,MMP1,CCL20,CCL2,CXCL2,MMP10,ABCG2"
"gene_set_query"	"853"	"MAFG"	"768.3"	"ARCHS4 Coexpression,492;Enrichr Queries,1203;ReMap ChIP-seq,72;GTEx Coexpression,1306"	"CXCL8,BCL2A1,IL1B,MNDA,CXCL2"
"gene_set_query"	"854"	"TCF15"	"768.3"	"ARCHS4 Coexpression,445;Enrichr Queries,325;GTEx Coexpression,1535"	"CXCL10,SLC16A1,ANPEP,CCL2,PITX2"
"gene_set_query"	"855"	"ZSCAN5C"	"769.3"	"ARCHS4 Coexpression,908;Enrichr Queries,924;GTEx Coexpression,476"	"GSTA1"
"gene_set_query"	"856"	"MSANTD3"	"770.0"	"ARCHS4 Coexpression,58;GTEx Coexpression,1482"	"CXCL8,TMEM158,CXCL3,PDZK1IP1"
"gene_set_query"	"857"	"FOXK1"	"771.0"	"ARCHS4 Coexpression,998;Enrichr Queries,1006;ReMap ChIP-seq,278;GTEx Coexpression,802"	""
"gene_set_query"	"858"	"ZC3H8"	"771.0"	"ARCHS4 Coexpression,1322;Enrichr Queries,826;ReMap ChIP-seq,190;GTEx Coexpression,746"	"C3,SLC16A1"
"gene_set_query"	"859"	"SIX5"	"772.0"	"ARCHS4 Coexpression,788;ENCODE ChIP-seq,106;Enrichr Queries,1348;ReMap ChIP-seq,201;GTEx Coexpression,1417"	"C3"
"gene_set_query"	"860"	"ZFHX3"	"773.3"	"ARCHS4 Coexpression,851;Enrichr Queries,1249;GTEx Coexpression,220"	"ADIRF"
"gene_set_query"	"861"	"JAZF1"	"774.7"	"ARCHS4 Coexpression,152;Enrichr Queries,596;GTEx Coexpression,1576"	"CXCL10,FCGR3A,CCL2,MNDA"
"gene_set_query"	"862"	"ZNF705E"	"775.0"	"ARCHS4 Coexpression,890;GTEx Coexpression,660"	""
"gene_set_query"	"863"	"ZBTB39"	"775.0"	"ARCHS4 Coexpression,395;Enrichr Queries,1150;GTEx Coexpression,780"	"SLC16A1"
"gene_set_query"	"864"	"SNAPC4"	"775.8"	"ARCHS4 Coexpression,999;Enrichr Queries,1336;ReMap ChIP-seq,148;GTEx Coexpression,620"	"SAA1,CXCL13"
"gene_set_query"	"865"	"TFAP4"	"776.3"	"ARCHS4 Coexpression,1128;Enrichr Queries,1174;ReMap ChIP-seq,168;GTEx Coexpression,635"	"C3,S100P"
"gene_set_query"	"866"	"ZEB2"	"776.5"	"ARCHS4 Coexpression,696;Enrichr Queries,793;ReMap ChIP-seq,99;GTEx Coexpression,1518"	"C3,CXCL10,S100P,CXCL3"
"gene_set_query"	"867"	"ZNF391"	"777.0"	"ARCHS4 Coexpression,1262;Enrichr Queries,602;GTEx Coexpression,467"	"CXCL10,CXCL8"
"gene_set_query"	"868"	"E2F2"	"777.0"	"ARCHS4 Coexpression,815;Enrichr Queries,1154;GTEx Coexpression,362"	"S100A9"
"gene_set_query"	"869"	"ZNF766"	"777.0"	"ARCHS4 Coexpression,1138;Enrichr Queries,1192;ReMap ChIP-seq,40;GTEx Coexpression,738"	"SLC16A1,CXCL3,PDZK1IP1,CXCL2"
"gene_set_query"	"870"	"FOXD4L6"	"777.0"	"ARCHS4 Coexpression,1037;Enrichr Queries,517"	"CXCL10,PITX2"
"gene_set_query"	"871"	"ZZZ3"	"777.2"	"ARCHS4 Coexpression,1605;ENCODE ChIP-seq,115;Enrichr Queries,1155;ReMap ChIP-seq,27;GTEx Coexpression,984"	"PRAC1,SERPINB5"
"gene_set_query"	"872"	"PRDM13"	"778.0"	"ARCHS4 Coexpression,679;Enrichr Queries,777;GTEx Coexpression,878"	"PITX2"
"gene_set_query"	"873"	"ZNF213"	"778.0"	"ARCHS4 Coexpression,535;Enrichr Queries,1109;GTEx Coexpression,690"	""
"gene_set_query"	"874"	"ZNF689"	"778.3"	"ARCHS4 Coexpression,721;Enrichr Queries,475;GTEx Coexpression,1139"	"CXCL8,CCL2,CXCL2"
"gene_set_query"	"875"	"ZNF430"	"778.3"	"ARCHS4 Coexpression,1190;Enrichr Queries,747;GTEx Coexpression,398"	"CXCL8,SERPINB5"
"gene_set_query"	"876"	"FOXK2"	"779.0"	"ARCHS4 Coexpression,923;Enrichr Queries,1031;ReMap ChIP-seq,162;GTEx Coexpression,1000"	"C3,S100P"
"gene_set_query"	"877"	"THAP11"	"779.2"	"Literature ChIP-seq,144;ARCHS4 Coexpression,1585;Enrichr Queries,992;ReMap ChIP-seq,186;GTEx Coexpression,989"	"TM4SF5,S100A9"
"gene_set_query"	"878"	"DOT1L"	"780.0"	"ARCHS4 Coexpression,425;Enrichr Queries,1027;GTEx Coexpression,888"	"IL1B"
"gene_set_query"	"879"	"TLX3"	"780.3"	"ARCHS4 Coexpression,654;Enrichr Queries,727;GTEx Coexpression,960"	"PITX2"
"gene_set_query"	"880"	"UNCX"	"782.0"	"ARCHS4 Coexpression,1102;Enrichr Queries,734;GTEx Coexpression,510"	"PITX2"
"gene_set_query"	"881"	"ZNF649"	"783.0"	"ARCHS4 Coexpression,223;Enrichr Queries,816;GTEx Coexpression,1310"	"SLC16A1,CCL2"
"gene_set_query"	"882"	"HOXD12"	"783.0"	"ARCHS4 Coexpression,1426;Enrichr Queries,495;GTEx Coexpression,428"	"CXCL10,CCL11,PITX2"
"gene_set_query"	"883"	"TERF1"	"783.3"	"ARCHS4 Coexpression,403;Enrichr Queries,1341;ReMap ChIP-seq,101;GTEx Coexpression,1288"	"SLC16A1,BCL2A1,SELL,SAA1"
"gene_set_query"	"884"	"ZNF607"	"783.3"	"ARCHS4 Coexpression,479;Enrichr Queries,876;GTEx Coexpression,995"	"CXCL10,SLC16A1"
"gene_set_query"	"885"	"NEUROD2"	"784.0"	"Literature ChIP-seq,72;ARCHS4 Coexpression,987;Enrichr Queries,1376;GTEx Coexpression,701"	"ADH4,SLC16A1,HSD17B2,LPCAT1,C4BPA,SERPINB5"
"gene_set_query"	"886"	"PRMT3"	"784.3"	"ARCHS4 Coexpression,287;Enrichr Queries,967;GTEx Coexpression,1099"	"SLC16A1"
"gene_set_query"	"887"	"DZIP1"	"784.3"	"ARCHS4 Coexpression,600;Enrichr Queries,891;GTEx Coexpression,862"	"CXCL10"
"gene_set_query"	"888"	"KDM2A"	"785.0"	"ARCHS4 Coexpression,1108;GTEx Coexpression,462"	""
"gene_set_query"	"889"	"CSRNP3"	"785.5"	"ARCHS4 Coexpression,902;GTEx Coexpression,669"	""
"gene_set_query"	"890"	"ZNF219"	"785.7"	"ARCHS4 Coexpression,531;Enrichr Queries,889;GTEx Coexpression,937"	"TIMP1"
"gene_set_query"	"891"	"FOXN4"	"786.0"	"ARCHS4 Coexpression,870;Enrichr Queries,452;GTEx Coexpression,1036"	"CXCL10,PITX2,MMP9"
"gene_set_query"	"892"	"E2F3"	"787.0"	"ARCHS4 Coexpression,385;Enrichr Queries,1344;GTEx Coexpression,632"	"SLC16A1"
"gene_set_query"	"893"	"ZNF223"	"787.3"	"ARCHS4 Coexpression,1497;Enrichr Queries,296;GTEx Coexpression,569"	"CXCL10,CXCL8,TMEM158,TIMP1"
"gene_set_query"	"894"	"E2F8"	"788.0"	"ARCHS4 Coexpression,780;Enrichr Queries,921;GTEx Coexpression,663"	"CXCL10"
"gene_set_query"	"895"	"ZNF805"	"788.0"	"ARCHS4 Coexpression,749;Enrichr Queries,859;GTEx Coexpression,756"	"CXCL10"
"gene_set_query"	"896"	"DRAP1"	"789.0"	"ARCHS4 Coexpression,680;Enrichr Queries,608;GTEx Coexpression,1079"	"TIMP1,S100A9"
"gene_set_query"	"897"	"ZNF79"	"790.3"	"ARCHS4 Coexpression,536;Enrichr Queries,662;GTEx Coexpression,1173"	"CXCL10,CXCL8"
"gene_set_query"	"898"	"ZNF850"	"790.5"	"ARCHS4 Coexpression,1041;GTEx Coexpression,540"	""
"gene_set_query"	"899"	"ZNF843"	"790.7"	"ARCHS4 Coexpression,1036;Enrichr Queries,314;GTEx Coexpression,1022"	"C3,CXCL10,CXCL8,CCL2"
"gene_set_query"	"900"	"LHX2"	"792.3"	"ARCHS4 Coexpression,1246;Enrichr Queries,558;ReMap ChIP-seq,20;GTEx Coexpression,1345"	"CXCL6,CXCL10,CXCL8,SLC16A1,CCL20,HSD17B2,CCL2,CXCL1,PITX2"
"gene_set_query"	"901"	"ZBTB48"	"792.3"	"ARCHS4 Coexpression,195;Enrichr Queries,1053;GTEx Coexpression,1129"	"SELL,MNDA"
